                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.20836,                0.11982,                0.18763,                0.80093,                0.99963,                      1,                  0.995,                0.99141,                0.99963,                      1,                  0.995,                0.97894,                0.13181,                 0.1201,                0.13005,                0.78479,              0.0080002,              0.0080002,              0.0080002
                    103,                0.20499,                  0.116,                0.18466,                0.79555,                0.99985,                      1,                  0.995,                0.99213,                0.99985,                      1,                  0.995,                0.98182,                0.13111,                0.13107,                0.12948,                0.78392,              0.0079804,              0.0079804,              0.0079804
                    104,                0.20845,                0.12002,                0.18866,                0.79608,                      1,                0.99958,                  0.995,                  0.995,                      1,                0.99958,                  0.995,                0.98756,                0.12358,                0.11466,                0.13648,                 0.7741,              0.0079606,              0.0079606,              0.0079606
                    105,                0.20927,                0.11706,                0.18569,                0.80188,                0.99955,                      1,                  0.995,                 0.9932,                0.99955,                      1,                  0.995,                0.98635,                 0.1294,                0.11856,                0.12289,                0.78163,              0.0079408,              0.0079408,              0.0079408
                    106,                0.20854,                0.11772,                0.18634,                0.79125,                0.99961,                      1,                  0.995,                0.98904,                0.99961,                      1,                  0.995,                0.98443,                0.13505,                0.12085,                0.12962,                0.78477,               0.007921,               0.007921,               0.007921
                    107,                0.20575,                0.11248,                0.18422,                0.79948,                0.99106,                      1,                  0.995,                0.99398,                0.99106,                      1,                  0.995,                0.98071,                 0.1357,                0.12438,                0.13481,                0.77698,              0.0079012,              0.0079012,              0.0079012
                    108,                0.20957,                  0.118,                0.18383,                0.80546,                0.99664,                      1,                  0.995,                0.99387,                0.99664,                      1,                  0.995,                0.98365,                0.12797,                0.11753,                0.12959,                0.77157,              0.0078814,              0.0078814,              0.0078814
                    109,                0.20832,                0.11425,                0.18258,                0.79644,                0.99954,                      1,                  0.995,                0.98801,                0.99954,                      1,                  0.995,                0.98133,                0.13924,                0.13666,                0.12792,                0.79181,              0.0078616,              0.0078616,              0.0078616
                    110,                0.20397,                0.11458,                0.17845,                0.80394,                0.99954,                      1,                  0.995,                0.98969,                0.99954,                      1,                  0.995,                0.98288,                0.13597,                0.11681,                0.12323,                0.78746,              0.0078418,              0.0078418,              0.0078418
                    111,                0.19968,                0.12003,                0.18304,                0.80368,                0.99796,                      1,                  0.995,                0.99208,                0.99796,                      1,                  0.995,                0.98415,                0.12891,                0.11841,                0.13094,                0.78218,               0.007822,               0.007822,               0.007822
                    112,                0.19637,                0.11436,                0.17542,                0.80071,                0.99952,                      1,                  0.995,                0.98962,                0.99952,                      1,                  0.995,                0.98458,                  0.141,                0.11843,                0.12916,                0.79103,              0.0078022,              0.0078022,              0.0078022
                    113,                0.20217,                0.10965,                0.18147,                0.79468,                0.99951,                      1,                  0.995,                0.98808,                0.99951,                      1,                  0.995,                0.98286,                0.14509,                0.12887,                0.12628,                0.79438,              0.0077824,              0.0077824,              0.0077824
                    114,                0.20636,                0.11339,                 0.1834,                0.79988,                0.99945,                      1,                  0.995,                0.98798,                0.99945,                      1,                  0.995,                0.98437,                 0.1366,                0.13031,                0.14001,                0.78956,              0.0077626,              0.0077626,              0.0077626
                    115,                0.19835,                0.12436,                0.18087,                0.80025,                0.99954,                      1,                  0.995,                0.98885,                0.99954,                      1,                  0.995,                0.98797,                0.13472,                0.12565,                0.13022,                0.78769,              0.0077428,              0.0077428,              0.0077428
                    116,                0.20373,                0.11855,                0.18184,                0.79853,                0.99955,                      1,                  0.995,                0.98731,                0.99955,                      1,                  0.995,                0.98042,                0.14691,                0.12083,                0.13029,                0.78912,               0.007723,               0.007723,               0.007723
                    117,                0.20749,                0.11897,                0.18722,                0.80132,                0.99952,                      1,                  0.995,                0.98838,                0.99952,                      1,                  0.995,                0.97375,                0.14931,                 0.1227,                0.13396,                0.78998,              0.0077032,              0.0077032,              0.0077032
                    118,                0.20282,                0.11776,                0.17904,                 0.7995,                0.99953,                      1,                  0.995,                0.98701,                0.99953,                      1,                  0.995,                0.98176,                0.13638,                0.11975,                0.12161,                0.78563,              0.0076834,              0.0076834,              0.0076834
                    119,                0.20349,                0.11682,                  0.181,                0.80012,                0.99954,                      1,                  0.995,                0.99277,                0.99954,                      1,                  0.995,                0.97997,                0.12437,                0.11537,                0.12477,                  0.775,              0.0076636,              0.0076636,              0.0076636
                    120,                0.20298,                  0.135,                0.18443,                0.80064,                0.99954,                      1,                  0.995,                0.98872,                0.99954,                      1,                  0.995,                0.98324,                0.13121,                0.12922,                0.12364,                0.78798,              0.0076438,              0.0076438,              0.0076438
                    121,                0.19395,                0.12562,                0.17633,                0.79726,                0.99931,                      1,                  0.995,                0.98931,                0.99931,                      1,                  0.995,                0.98126,                0.13222,                0.13034,                0.11999,                0.78595,               0.007624,               0.007624,               0.007624
                    122,                0.19207,                0.11805,                0.17727,                0.79461,                 0.9981,                      1,                  0.995,                0.98881,                 0.9981,                      1,                  0.995,                0.98115,                0.13112,                0.13176,                0.12316,                0.78374,              0.0076042,              0.0076042,              0.0076042
                    123,                 0.1925,                0.11768,                0.17299,                0.79788,                0.99951,                      1,                  0.995,                0.99324,                0.99951,                      1,                  0.995,                0.97962,                0.13578,                 0.1228,                0.13063,                0.78214,              0.0075844,              0.0075844,              0.0075844
                    124,                0.20003,                0.11423,                0.17963,                0.79708,                0.99938,                      1,                  0.995,                0.98842,                0.99938,                      1,                  0.995,                 0.9808,                 0.1281,                0.11529,                0.13152,                0.77673,              0.0075646,              0.0075646,              0.0075646
                    125,                0.19469,                0.12772,                0.17735,                0.79794,                0.99954,                      1,                  0.995,                0.98572,                0.99954,                      1,                  0.995,                0.98299,                0.12644,                  0.115,                0.12591,                 0.7775,              0.0075448,              0.0075448,              0.0075448
                    126,                0.19481,                 0.1139,                0.17452,                0.80158,                 0.9991,                 0.9913,                  0.995,                0.99447,                      1,                0.99999,                  0.995,                0.98297,                0.11397,                0.11496,                0.12521,                0.77022,               0.007525,               0.007525,               0.007525
                    127,                0.19403,                  0.121,                0.17691,                0.79441,                0.99954,                      1,                  0.995,                 0.9903,                0.99954,                      1,                  0.995,                0.97806,                0.12242,                0.12086,                 0.1201,                0.78104,              0.0075052,              0.0075052,              0.0075052
                    128,                0.19369,                0.11468,                0.17579,                0.79805,                0.99954,                      1,                  0.995,                0.99236,                0.99954,                      1,                  0.995,                0.98113,                0.12159,                0.12435,                0.12331,                0.77062,              0.0074854,              0.0074854,              0.0074854
                    129,                0.19382,                0.11913,                 0.1758,                0.80137,                0.99953,                      1,                  0.995,                0.98864,                0.99953,                      1,                  0.995,                0.97723,                0.13608,                0.12411,                0.12531,                0.79152,              0.0074656,              0.0074656,              0.0074656
                    130,                0.19153,                0.11103,                0.17417,                0.79438,                0.99977,                      1,                  0.995,                0.99062,                0.99977,                      1,                  0.995,                0.97942,                0.12768,                0.10878,                 0.1212,                0.78452,              0.0074458,              0.0074458,              0.0074458
                    131,                0.19632,                0.11686,                  0.176,                0.79807,                0.99952,                      1,                  0.995,                0.98939,                0.99952,                      1,                  0.995,                0.97965,                0.12462,                0.11616,                0.12593,                0.78265,               0.007426,               0.007426,               0.007426
                    132,                0.18872,                0.11858,                0.17855,                0.79524,                0.99956,                      1,                  0.995,                0.98906,                0.99956,                      1,                  0.995,                 0.9805,                0.13273,                0.11409,                0.13068,                0.78748,              0.0074062,              0.0074062,              0.0074062
                    133,                0.19332,                0.12105,                0.17654,                0.79839,                0.99955,                      1,                  0.995,                0.99136,                0.99955,                      1,                  0.995,                 0.9809,                 0.1168,                0.11683,                0.11443,                0.78004,              0.0073864,              0.0073864,              0.0073864
                    134,                0.19376,                0.11535,                 0.1732,                0.79197,                0.99953,                      1,                  0.995,                0.98966,                0.99953,                      1,                  0.995,                0.97828,                0.13172,                0.13393,                0.12079,                0.78507,              0.0073666,              0.0073666,              0.0073666
                    135,                 0.1993,                0.12536,                0.17608,                0.79927,                0.99953,                      1,                  0.995,                0.99304,                0.99953,                      1,                  0.995,                0.97986,                0.11591,                0.11887,                 0.1189,                0.77889,              0.0073468,              0.0073468,              0.0073468
                    136,                0.19815,                0.11966,                0.17278,                0.79868,                0.99954,                      1,                  0.995,                0.98875,                0.99954,                      1,                  0.995,                 0.9765,                0.12262,                0.11848,                0.11697,                0.78785,               0.007327,               0.007327,               0.007327
                    137,                0.19657,                0.11521,                0.17356,                0.80071,                0.99956,                      1,                  0.995,                0.98963,                0.99956,                      1,                  0.995,                0.98035,                0.12493,                0.11801,                0.11848,                0.78482,              0.0073072,              0.0073072,              0.0073072
                    138,                0.19502,                0.11355,                0.16897,                0.80158,                0.99953,                      1,                  0.995,                0.98804,                0.99953,                      1,                  0.995,                0.98387,                0.13058,                 0.1138,                0.12085,                0.78526,              0.0072874,              0.0072874,              0.0072874
                    139,                0.18995,                0.11546,                0.17283,                0.80197,                0.99953,                      1,                  0.995,                0.99364,                0.99953,                      1,                  0.995,                0.98494,                0.11573,                0.11236,                0.11996,                0.77993,              0.0072676,              0.0072676,              0.0072676
                    140,                0.19157,                0.11802,                0.17243,                0.79088,                0.99958,                      1,                  0.995,                  0.995,                0.99958,                      1,                  0.995,                0.98338,                0.11163,                0.11571,                0.12184,                0.76831,              0.0072478,              0.0072478,              0.0072478
                    141,                0.18839,                0.11911,                0.17022,                0.79788,                0.99955,                      1,                  0.995,                0.99359,                0.99955,                      1,                  0.995,                0.98628,                0.11723,                0.11531,                0.11811,                0.77023,               0.007228,               0.007228,               0.007228
                    142,                0.18746,                0.11304,                0.17091,                0.79168,                0.99951,                      1,                  0.995,                  0.995,                0.99951,                      1,                  0.995,                0.98591,                0.09949,                0.11124,                0.11075,                0.76627,              0.0072082,              0.0072082,              0.0072082
                    143,                0.18723,                 0.1141,                0.16881,                0.80191,                0.99955,                      1,                  0.995,                0.99448,                0.99955,                      1,                  0.995,                0.98295,                0.10776,                0.11621,                0.11467,                0.77063,              0.0071884,              0.0071884,              0.0071884
                    144,                0.18349,                0.11553,                0.16528,                0.79628,                 0.9995,                      1,                  0.995,                  0.995,                 0.9995,                      1,                  0.995,                0.97871,                0.11979,                0.11456,                0.11393,                0.77332,              0.0071686,              0.0071686,              0.0071686
                    145,                 0.1909,                0.11712,                 0.1695,                0.79991,                0.99953,                      1,                  0.995,                  0.995,                0.99953,                      1,                  0.995,                0.98526,                0.10923,                 0.1137,                0.11883,                0.76604,              0.0071488,              0.0071488,              0.0071488
