                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                0.20203,                0.11374,                0.17916,                0.79499,                0.99963,                      1,                  0.995,                0.99368,                0.99963,                      1,                  0.995,                0.97986,                 0.1371,                0.11818,                0.12638,                0.77948,              0.0077824,              0.0077824,              0.0077824
                    114,                0.20561,                0.11505,                0.17911,                0.79847,                0.99955,                      1,                  0.995,                0.99287,                0.99955,                      1,                  0.995,                0.98478,                0.12514,                0.12197,                0.12325,                0.78391,              0.0077626,              0.0077626,              0.0077626
                    115,                0.19413,                0.12431,                0.17209,                0.80024,                0.99961,                      1,                  0.995,                0.98992,                0.99961,                      1,                  0.995,                0.97974,                0.14516,                0.12284,                0.12839,                0.78571,              0.0077428,              0.0077428,              0.0077428
                    116,                0.20347,                0.12014,                0.18095,                0.79725,                      1,                0.99956,                  0.995,                 0.9904,                      1,                0.99956,                  0.995,                0.97839,                0.14228,                0.11653,                 0.1341,                0.77887,               0.007723,               0.007723,               0.007723
                    117,                0.20296,                0.11869,                 0.1806,                0.79991,                0.99954,                      1,                  0.995,                0.98856,                0.99954,                      1,                  0.995,                0.98276,                0.13446,                 0.1105,                0.12291,                0.78446,              0.0077032,              0.0077032,              0.0077032
                    118,                0.20244,                0.11786,                0.17386,                0.79817,                0.99956,                      1,                  0.995,                0.99023,                0.99956,                      1,                  0.995,                0.98203,                0.12096,                0.10805,                 0.1236,                0.77269,              0.0076834,              0.0076834,              0.0076834
                    119,                0.20408,                0.11707,                0.18089,                0.80033,                0.99922,                      1,                  0.995,                0.99278,                0.99922,                      1,                  0.995,                0.97987,                0.13172,                 0.1145,                0.13118,                0.77361,              0.0076636,              0.0076636,              0.0076636
                    120,                0.19994,                0.13183,                0.18113,                0.80027,                0.99947,                      1,                  0.995,                0.99046,                0.99947,                      1,                  0.995,                0.98062,                0.12587,                0.11584,                0.13438,                0.77851,              0.0076438,              0.0076438,              0.0076438
                    121,                 0.1942,                0.11728,                0.17507,                0.79493,                0.99953,                      1,                  0.995,                0.99007,                0.99953,                      1,                  0.995,                 0.9793,                0.13359,                0.11553,                0.12473,                0.77836,               0.007624,               0.007624,               0.007624
                    122,                0.18923,                 0.1179,                0.16768,                0.79413,                0.99955,                      1,                  0.995,                0.98318,                0.99955,                      1,                  0.995,                0.98019,                 0.1335,                0.11473,                0.11946,                0.78852,              0.0076042,              0.0076042,              0.0076042
                    123,                 0.1898,                0.11712,                 0.1682,                0.79801,                 0.9996,                      1,                  0.995,                0.99084,                 0.9996,                      1,                  0.995,                 0.9801,                0.13385,                0.11043,                0.11324,                0.78283,              0.0075844,              0.0075844,              0.0075844
                    124,                0.19676,                0.11647,                0.17071,                0.79679,                0.99951,                      1,                  0.995,                0.99088,                0.99951,                      1,                  0.995,                0.98448,                0.12573,                0.11967,                0.11865,                0.78498,              0.0075646,              0.0075646,              0.0075646
                    125,                0.19847,                0.11926,                0.17752,                0.79768,                0.99955,                      1,                  0.995,                0.99255,                0.99955,                      1,                  0.995,                0.97891,                0.12896,                0.12153,                0.12422,                0.77966,              0.0075448,              0.0075448,              0.0075448
                    126,                0.19317,                0.11442,                0.17413,                0.79967,                0.99955,                      1,                  0.995,                0.98991,                0.99955,                      1,                  0.995,                0.98392,                0.13234,                0.11511,                 0.1289,                0.78886,               0.007525,               0.007525,               0.007525
                    127,                0.19866,                0.12068,                 0.1749,                0.79738,                0.99955,                      1,                  0.995,                0.99154,                0.99955,                      1,                  0.995,                0.98343,                0.13883,                0.11694,                0.12886,                  0.793,              0.0075052,              0.0075052,              0.0075052
                    128,                0.19347,                0.11272,                0.17393,                0.79991,                0.99954,                      1,                  0.995,                0.99164,                0.99954,                      1,                  0.995,                0.97839,                0.12587,                0.11689,                0.12579,                0.77524,              0.0074854,              0.0074854,              0.0074854
                    129,                0.19155,                0.11877,                0.17346,                0.80147,                 0.9995,                      1,                  0.995,                0.99299,                 0.9995,                      1,                  0.995,                0.98347,                0.12318,                0.11699,                0.11709,                0.78106,              0.0074656,              0.0074656,              0.0074656
                    130,                0.19137,                 0.1099,                0.16496,                0.79438,                0.99957,                      1,                  0.995,                0.99049,                0.99957,                      1,                  0.995,                0.97666,                0.12972,                 0.1169,                0.12105,                0.78199,              0.0074458,              0.0074458,              0.0074458
                    131,                0.19509,                0.11776,                0.17232,                0.79667,                0.99952,                      1,                  0.995,                 0.9911,                0.99952,                      1,                  0.995,                0.98136,                0.12773,                0.11435,                0.12048,                  0.775,               0.007426,               0.007426,               0.007426
                    132,                0.19399,                0.11557,                0.17384,                0.79417,                0.99953,                      1,                  0.995,                0.98652,                0.99953,                      1,                  0.995,                0.98018,                0.14357,                0.11071,                0.12358,                0.79263,              0.0074062,              0.0074062,              0.0074062
                    133,                0.19181,                 0.1181,                0.17208,                0.79735,                0.99958,                      1,                  0.995,                0.98909,                0.99958,                      1,                  0.995,                0.98338,                0.12886,                0.11945,                0.12412,                0.78863,              0.0073864,              0.0073864,              0.0073864
                    134,                0.19363,                0.11776,                0.17812,                0.79185,                0.99956,                      1,                  0.995,                0.98885,                0.99956,                      1,                  0.995,                0.98293,                  0.124,                0.11141,                0.12807,                0.77699,              0.0073666,              0.0073666,              0.0073666
                    135,                0.19554,                0.12216,                0.17232,                0.79839,                0.99954,                      1,                  0.995,                  0.989,                0.99954,                      1,                  0.995,                0.98039,                   0.13,                 0.1089,                0.11805,                0.77988,              0.0073468,              0.0073468,              0.0073468
                    136,                0.19731,                0.12221,                0.17021,                0.79824,                0.99955,                      1,                  0.995,                0.99108,                0.99955,                      1,                  0.995,                0.98159,                 0.1269,                0.11134,                0.11749,                0.78729,               0.007327,               0.007327,               0.007327
                    137,                0.19176,                0.11742,                0.16964,                0.79945,                      1,                      1,                  0.995,                0.99352,                      1,                      1,                  0.995,                0.98106,                0.11859,                0.12029,                0.10906,                0.77945,              0.0073072,              0.0073072,              0.0073072
                    138,                0.19385,                0.11722,                0.16787,                0.80122,                      1,                      1,                  0.995,                 0.9921,                      1,                      1,                  0.995,                 0.9847,                0.11674,                0.11381,                0.11417,                0.77705,              0.0072874,              0.0072874,              0.0072874
                    139,                0.19082,                0.12061,                0.16732,                0.80201,                0.99958,                      1,                  0.995,                0.99302,                0.99958,                      1,                  0.995,                0.98423,                0.12579,                0.11421,                 0.1249,                0.78239,              0.0072676,              0.0072676,              0.0072676
                    140,                0.19498,                0.11945,                0.17407,                0.79229,                0.99957,                      1,                  0.995,                 0.9941,                0.99957,                      1,                  0.995,                0.98224,                0.12494,                0.11902,                0.12131,                0.77015,              0.0072478,              0.0072478,              0.0072478
                    141,                0.19174,                0.12606,                0.17065,                0.79831,                0.99957,                      1,                  0.995,                0.99425,                0.99957,                      1,                  0.995,                0.97766,                0.12106,                0.11919,                0.11765,                 0.7682,               0.007228,               0.007228,               0.007228
                    142,                0.19198,                0.11497,                 0.1734,                0.79183,                0.99952,                      1,                  0.995,                0.99485,                0.99952,                      1,                  0.995,                0.98277,                0.11075,                0.10735,                0.11191,                0.76974,              0.0072082,              0.0072082,              0.0072082
                    143,                0.18809,                0.11383,                0.16877,                0.80048,                0.99964,                      1,                  0.995,                 0.9937,                0.99964,                      1,                  0.995,                0.98126,                0.10972,                0.10785,                0.11061,                0.76881,              0.0071884,              0.0071884,              0.0071884
                    144,                0.18643,                0.11694,                0.16433,                0.79606,                0.99953,                      1,                  0.995,                0.99414,                0.99953,                      1,                  0.995,                0.98023,                0.11604,                0.12834,                0.11891,                 0.7736,              0.0071686,              0.0071686,              0.0071686
